num,x_coord,y_coord,radius,angle_rad,label,is_pseudo,pseudo_types
1404,19,16,24.8395,0.6999,comp,0,
1405,19,17,25.4951,0.7299,comp,0,
1406,19,18,26.1725,0.7584,comp,0,
1407,19,19,26.8701,0.7854,comp,0,
1408,18,19,26.1725,0.8124,comp,0,
1409,17,19,25.4951,0.8409,prime,0,
1410,16,19,24.8395,0.8709,comp,0,
1411,15,19,24.2074,0.9025,comp,0,
1412,14,19,23.6008,0.9358,comp,0,
1413,13,19,23.0217,0.9707,comp,0,
1414,12,19,22.4722,1.0075,comp,0,
1415,11,19,21.9545,1.046,comp,0,
1416,10,19,21.4709,1.0863,comp,0,
1417,9,19,21.0238,1.1284,comp,0,
1418,8,19,20.6155,1.1723,comp,0,
1419,7,19,20.2485,1.2178,comp,0,
1420,6,19,19.9249,1.2649,comp,0,
1421,5,19,19.6469,1.3135,comp,0,
1422,4,19,19.4165,1.3633,comp,0,
1423,3,19,19.2354,1.4142,prime,0,
1424,2,19,19.105,1.4659,comp,0,
1425,1,19,19.0263,1.5182,comp,0,
1426,0,19,19.0,1.5708,comp,0,
1427,-1,19,19.0263,1.6234,prime,0,
1428,-2,19,19.105,1.6757,comp,0,
1429,-3,19,19.2354,1.7274,prime,0,
1430,-4,19,19.4165,1.7783,comp,0,
1431,-5,19,19.6469,1.8281,comp,0,
1432,-6,19,19.9249,1.8767,comp,0,
1433,-7,19,20.2485,1.9238,prime,0,
1434,-8,19,20.6155,1.9693,comp,0,
1435,-9,19,21.0238,2.0132,comp,0,
1436,-10,19,21.4709,2.0553,comp,0,
1437,-11,19,21.9545,2.0956,comp,0,
1438,-12,19,22.4722,2.1341,comp,0,
1439,-13,19,23.0217,2.1708,prime,0,
1440,-14,19,23.6008,2.2058,comp,0,
1441,-15,19,24.2074,2.2391,comp,0,
1442,-16,19,24.8395,2.2707,comp,0,
1443,-17,19,25.4951,2.3007,comp,0,
1444,-18,19,26.1725,2.3292,comp,0,
1445,-19,19,26.8701,2.3562,comp,0,
1446,-19,18,26.1725,2.3832,comp,0,
1447,-19,17,25.4951,2.4117,prime,0,
1448,-19,16,24.8395,2.4417,comp,0,
1449,-19,15,24.2074,2.4733,comp,0,
1450,-19,14,23.6008,2.5066,comp,0,
1451,-19,13,23.0217,2.5415,prime,0,
1452,-19,12,22.4722,2.5783,comp,0,
1453,-19,11,21.9545,2.6168,prime,0,
1454,-19,10,21.4709,2.6571,comp,0,
1455,-19,9,21.0238,2.6992,comp,0,
1456,-19,8,20.6155,2.7431,comp,0,
1457,-19,7,20.2485,2.7886,comp,0,
1458,-19,6,19.9249,2.8357,comp,0,
1459,-19,5,19.6469,2.8843,prime,0,
1460,-19,4,19.4165,2.9341,comp,0,
1461,-19,3,19.2354,2.985,comp,0,
1462,-19,2,19.105,3.0367,comp,0,
1463,-19,1,19.0263,3.089,comp,0,
1464,-19,0,19.0,3.1416,comp,0,
1465,-19,-1,19.0263,3.1942,comp,0,
1466,-19,-2,19.105,3.2465,comp,0,
1467,-19,-3,19.2354,3.2982,comp,0,
1468,-19,-4,19.4165,3.3491,comp,0,
1469,-19,-5,19.6469,3.3989,comp,0,
1470,-19,-6,19.9249,3.4475,comp,0,
1471,-19,-7,20.2485,3.4946,prime,0,
1472,-19,-8,20.6155,3.5401,comp,0,
1473,-19,-9,21.0238,3.584,comp,0,
1474,-19,-10,21.4709,3.6261,comp,0,
1475,-19,-11,21.9545,3.6664,comp,0,
1476,-19,-12,22.4722,3.7049,comp,0,
1477,-19,-13,23.0217,3.7416,comp,0,
1478,-19,-14,23.6008,3.7766,comp,0,
1479,-19,-15,24.2074,3.8099,comp,0,
1480,-19,-16,24.8395,3.8415,comp,0,
1481,-19,-17,25.4951,3.8715,prime,0,
1482,-19,-18,26.1725,3.9,comp,0,
1483,-19,-19,26.8701,3.927,prime,0,
1484,-18,-19,26.1725,3.954,comp,0,
1485,-17,-19,25.4951,3.9825,comp,0,
1486,-16,-19,24.8395,4.0125,comp,0,
1487,-15,-19,24.2074,4.0441,prime,0,
1488,-14,-19,23.6008,4.0774,comp,0,
1489,-13,-19,23.0217,4.1123,prime,0,
1490,-12,-19,22.4722,4.1491,comp,0,
1491,-11,-19,21.9545,4.1876,comp,0,
1492,-10,-19,21.4709,4.2279,comp,0,
1493,-9,-19,21.0238,4.27,prime,0,
1494,-8,-19,20.6155,4.3139,comp,0,
1495,-7,-19,20.2485,4.3594,comp,0,
1496,-6,-19,19.9249,4.4065,comp,0,
1497,-5,-19,19.6469,4.4551,comp,0,
1498,-4,-19,19.4165,4.5049,comp,0,
1499,-3,-19,19.2354,4.5558,prime,0,
1500,-2,-19,19.105,4.6075,comp,0,
1501,-1,-19,19.0263,4.6598,comp,0,
1502,0,-19,19.0,4.7124,comp,0,
1503,1,-19,19.0263,4.765,comp,0,
1504,2,-19,19.105,4.8173,comp,0,
1505,3,-19,19.2354,4.869,comp,0,
1506,4,-19,19.4165,4.9199,comp,0,
1507,5,-19,19.6469,4.9697,comp,0,
1508,6,-19,19.9249,5.0183,comp,0,
1509,7,-19,20.2485,5.0654,comp,0,
1510,8,-19,20.6155,5.1109,comp,0,
1511,9,-19,21.0238,5.1548,prime,0,
1512,10,-19,21.4709,5.1969,comp,0,
1513,11,-19,21.9545,5.2372,comp,0,
1514,12,-19,22.4722,5.2757,comp,0,
1515,13,-19,23.0217,5.3124,comp,0,
1516,14,-19,23.6008,5.3474,comp,0,
1517,15,-19,24.2074,5.3807,comp,0,
1518,16,-19,24.8395,5.4123,comp,0,
1519,17,-19,25.4951,5.4423,comp,0,
1520,18,-19,26.1725,5.4708,comp,0,
1521,19,-19,26.8701,5.4978,comp,0,
1522,20,-19,27.5862,5.5234,comp,0,
1523,20,-18,26.9072,5.5504,prime,0,
1524,20,-17,26.2488,5.5787,comp,0,
1525,20,-16,25.6125,5.6084,comp,0,
1526,20,-15,25.0,5.6397,comp,0,
1527,20,-14,24.4131,5.6725,comp,0,
1528,20,-13,23.8537,5.7068,comp,0,
1529,20,-12,23.3238,5.7428,comp,0,
1530,20,-11,22.8254,5.7803,comp,0,
1531,20,-10,22.3607,5.8195,prime,0,
1532,20,-9,21.9317,5.8603,comp,0,
1533,20,-8,21.5407,5.9027,comp,0,
1534,20,-7,21.1896,5.9465,comp,0,
1535,20,-6,20.8806,5.9917,comp,0,
1536,20,-5,20.6155,6.0382,comp,0,
1537,20,-4,20.3961,6.0858,comp,0,
1538,20,-3,20.2237,6.1343,comp,0,
1539,20,-2,20.0998,6.1835,comp,0,
1540,20,-1,20.025,6.2332,comp,0,
1541,20,0,20.0,0.0,pseudo,1,FERMAT_3|FERMAT_5|MILLER_RABIN_5|EULER_3|EULER_5|EULER_JACOBI_5
1542,20,1,20.025,0.05,comp,0,
1543,20,2,20.0998,0.0997,prime,0,
1544,20,3,20.2237,0.1489,comp,0,
1545,20,4,20.3961,0.1974,comp,0,
1546,20,5,20.6155,0.245,comp,0,
1547,20,6,20.8806,0.2915,comp,0,
1548,20,7,21.1896,0.3367,comp,0,
1549,20,8,21.5407,0.3805,prime,0,
1550,20,9,21.9317,0.4229,comp,0,
1551,20,10,22.3607,0.4636,comp,0,
1552,20,11,22.8254,0.5028,comp,0,
1553,20,12,23.3238,0.5404,prime,0,
1554,20,13,23.8537,0.5764,comp,0,
1555,20,14,24.4131,0.6107,comp,0,
1556,20,15,25.0,0.6435,comp,0,
1557,20,16,25.6125,0.6747,comp,0,
1558,20,17,26.2488,0.7045,comp,0,
1559,20,18,26.9072,0.7328,prime,0,
1560,20,19,27.5862,0.7598,comp,0,
1561,20,20,28.2843,0.7854,comp,0,
1562,19,20,27.5862,0.811,comp,0,
1563,18,20,26.9072,0.838,comp,0,
1564,17,20,26.2488,0.8663,comp,0,
1565,16,20,25.6125,0.8961,comp,0,
1566,15,20,25.0,0.9273,comp,0,
1567,14,20,24.4131,0.9601,prime,0,
1568,13,20,23.8537,0.9944,comp,0,
1569,12,20,23.3238,1.0304,comp,0,
1570,11,20,22.8254,1.068,comp,0,
1571,10,20,22.3607,1.1071,prime,0,
1572,9,20,21.9317,1.1479,comp,0,
1573,8,20,21.5407,1.1903,comp,0,
1574,7,20,21.1896,1.2341,comp,0,
1575,6,20,20.8806,1.2793,comp,0,
1576,5,20,20.6155,1.3258,comp,0,
1577,4,20,20.3961,1.3734,comp,0,
1578,3,20,20.2237,1.4219,comp,0,
1579,2,20,20.0998,1.4711,prime,0,
1580,1,20,20.025,1.5208,comp,0,
1581,0,20,20.0,1.5708,comp,0,
1582,-1,20,20.025,1.6208,comp,0,
1583,-2,20,20.0998,1.6705,prime,0,
1584,-3,20,20.2237,1.7197,comp,0,
1585,-4,20,20.3961,1.7682,comp,0,
1586,-5,20,20.6155,1.8158,comp,0,
1587,-6,20,20.8806,1.8623,comp,0,
1588,-7,20,21.1896,1.9075,comp,0,
1589,-8,20,21.5407,1.9513,comp,0,
1590,-9,20,21.9317,1.9937,comp,0,
1591,-10,20,22.3607,2.0344,comp,0,
1592,-11,20,22.8254,2.0736,comp,0,
1593,-12,20,23.3238,2.1112,comp,0,
1594,-13,20,23.8537,2.1472,comp,0,
1595,-14,20,24.4131,2.1815,comp,0,
1596,-15,20,25.0,2.2143,comp,0,
1597,-16,20,25.6125,2.2455,prime,0,
1598,-17,20,26.2488,2.2753,comp,0,
1599,-18,20,26.9072,2.3036,comp,0,
1600,-19,20,27.5862,2.3306,comp,0,
1601,-20,20,28.2843,2.3562,prime,0,
1602,-20,19,27.5862,2.3818,comp,0,
1603,-20,18,26.9072,2.4088,comp,0,
1604,-20,17,26.2488,2.4371,comp,0,
1605,-20,16,25.6125,2.4669,comp,0,
1606,-20,15,25.0,2.4981,comp,0,
1607,-20,14,24.4131,2.5309,prime,0,
1608,-20,13,23.8537,2.5652,comp,0,
1609,-20,12,23.3238,2.6012,prime,0,
1610,-20,11,22.8254,2.6387,comp,0,
1611,-20,10,22.3607,2.6779,comp,0,
1612,-20,9,21.9317,2.7187,comp,0,
1613,-20,8,21.5407,2.7611,prime,0,
1614,-20,7,21.1896,2.8049,comp,0,
1615,-20,6,20.8806,2.8501,comp,0,
1616,-20,5,20.6155,2.8966,comp,0,
1617,-20,4,20.3961,2.9442,comp,0,
1618,-20,3,20.2237,2.9927,comp,0,
1619,-20,2,20.0998,3.0419,prime,0,
1620,-20,1,20.025,3.0916,comp,0,
1621,-20,0,20.0,3.1416,prime,0,
1622,-20,-1,20.025,3.1916,comp,0,
1623,-20,-2,20.0998,3.2413,comp,0,
1624,-20,-3,20.2237,3.2905,comp,0,
1625,-20,-4,20.3961,3.339,comp,0,
1626,-20,-5,20.6155,3.3866,comp,0,
1627,-20,-6,20.8806,3.433,prime,0,
1628,-20,-7,21.1896,3.4783,comp,0,
1629,-20,-8,21.5407,3.5221,comp,0,
1630,-20,-9,21.9317,3.5644,comp,0,
1631,-20,-10,22.3607,3.6052,comp,0,
1632,-20,-11,22.8254,3.6444,comp,0,
1633,-20,-12,23.3238,3.682,comp,0,
1634,-20,-13,23.8537,3.718,comp,0,
1635,-20,-14,24.4131,3.7523,comp,0,
1636,-20,-15,25.0,3.7851,comp,0,
1637,-20,-16,25.6125,3.8163,prime,0,
1638,-20,-17,26.2488,3.8461,comp,0,
1639,-20,-18,26.9072,3.8744,comp,0,
1640,-20,-19,27.5862,3.9014,comp,0,
1641,-20,-20,28.2843,3.927,comp,0,
1642,-19,-20,27.5862,3.9526,comp,0,
1643,-18,-20,26.9072,3.9796,comp,0,
1644,-17,-20,26.2488,4.0079,comp,0,
1645,-16,-20,25.6125,4.0376,comp,0,
1646,-15,-20,25.0,4.0689,comp,0,
1647,-14,-20,24.4131,4.1017,comp,0,
1648,-13,-20,23.8537,4.136,comp,0,
1649,-12,-20,23.3238,4.172,comp,0,
1650,-11,-20,22.8254,4.2095,comp,0,
1651,-10,-20,22.3607,4.2487,comp,0,
1652,-9,-20,21.9317,4.2895,comp,0,
1653,-8,-20,21.5407,4.3319,comp,0,
1654,-7,-20,21.1896,4.3757,comp,0,
1655,-6,-20,20.8806,4.4209,comp,0,
1656,-5,-20,20.6155,4.4674,comp,0,
1657,-4,-20,20.3961,4.515,prime,0,
1658,-3,-20,20.2237,4.5635,comp,0,
1659,-2,-20,20.0998,4.6127,comp,0,
1660,-1,-20,20.025,4.6624,comp,0,
1661,0,-20,20.0,4.7124,comp,0,
1662,1,-20,20.025,4.7623,comp,0,
1663,2,-20,20.0998,4.8121,prime,0,
1664,3,-20,20.2237,4.8613,comp,0,
1665,4,-20,20.3961,4.9098,comp,0,
1666,5,-20,20.6155,4.9574,comp,0,
1667,6,-20,20.8806,5.0038,prime,0,
1668,7,-20,21.1896,5.0491,comp,0,
1669,8,-20,21.5407,5.0929,prime,0,
1670,9,-20,21.9317,5.1352,comp,0,
1671,10,-20,22.3607,5.176,comp,0,
1672,11,-20,22.8254,5.2152,comp,0,
1673,12,-20,23.3238,5.2528,comp,0,
1674,13,-20,23.8537,5.2888,comp,0,
1675,14,-20,24.4131,5.3231,comp,0,
1676,15,-20,25.0,5.3559,comp,0,
1677,16,-20,25.6125,5.3871,comp,0,
1678,17,-20,26.2488,5.4169,comp,0,
1679,18,-20,26.9072,5.4452,comp,0,
1680,19,-20,27.5862,5.4722,comp,0,
1681,20,-20,28.2843,5.4978,comp,0,
1682,21,-20,29.0,5.5222,comp,0,
1683,21,-19,28.3196,5.5477,comp,0,
1684,21,-18,27.6586,5.5746,comp,0,
1685,21,-17,27.0185,5.6027,comp,0,
1686,21,-16,26.4008,5.6321,comp,0,
1687,21,-15,25.807,5.6629,comp,0,
1688,21,-14,25.2389,5.6952,comp,0,
1689,21,-13,24.6982,5.7289,comp,0,
1690,21,-12,24.1868,5.764,comp,0,
1691,21,-11,23.7065,5.8007,comp,0,
1692,21,-10,23.2594,5.8388,comp,0,
1693,21,-9,22.8473,5.8783,prime,0,
1694,21,-8,22.4722,5.9192,comp,0,
1695,21,-7,22.1359,5.9614,comp,0,
1696,21,-6,21.8403,6.0049,comp,0,
1697,21,-5,21.587,6.0494,prime,0,
1698,21,-4,21.3776,6.095,comp,0,
1699,21,-3,21.2132,6.1413,prime,0,
1700,21,-2,21.095,6.1882,comp,0,
1701,21,-1,21.0238,6.2356,comp,0,
1702,21,0,21.0,0.0,comp,0,
1703,21,1,21.0238,0.0476,comp,0,
1704,21,2,21.095,0.095,comp,0,
1705,21,3,21.2132,0.1419,comp,0,
1706,21,4,21.3776,0.1882,comp,0,
1707,21,5,21.587,0.2337,comp,0,
1708,21,6,21.8403,0.2783,comp,0,
1709,21,7,22.1359,0.3218,prime,0,
1710,21,8,22.4722,0.364,comp,0,
1711,21,9,22.8473,0.4049,comp,0,
1712,21,10,23.2594,0.4444,comp,0,
1713,21,11,23.7065,0.4825,comp,0,
1714,21,12,24.1868,0.5191,comp,0,
1715,21,13,24.6982,0.5543,comp,0,
1716,21,14,25.2389,0.588,comp,0,
1717,21,15,25.807,0.6202,comp,0,
1718,21,16,26.4008,0.6511,comp,0,
1719,21,17,27.0185,0.6805,comp,0,
1720,21,18,27.6586,0.7086,comp,0,
1721,21,19,28.3196,0.7354,prime,0,
1722,21,20,29.0,0.761,comp,0,
1723,21,21,29.6985,0.7854,prime,0,
1724,20,21,29.0,0.8098,comp,0,
1725,19,21,28.3196,0.8354,comp,0,
1726,18,21,27.6586,0.8622,comp,0,
1727,17,21,27.0185,0.8903,comp,0,
1728,16,21,26.4008,0.9197,comp,0,
1729,15,21,25.807,0.9505,pseudo,1,CARMICHAEL|FERMAT_2|FERMAT_3|FERMAT_5|EULER_2|EULER_3|EULER_5|ABSOLUTE_EULER|EULER_JACOBI_2|EULER_JACOBI_3|EULER_JACOBI_5
1730,14,21,25.2389,0.9828,comp,0,
1731,13,21,24.6982,1.0165,comp,0,
1732,12,21,24.1868,1.0517,comp,0,
1733,11,21,23.7065,1.0883,prime,0,
1734,10,21,23.2594,1.1264,comp,0,
1735,9,21,22.8473,1.1659,comp,0,
1736,8,21,22.4722,1.2068,comp,0,
1737,7,21,22.1359,1.249,comp,0,
1738,6,21,21.8403,1.2925,comp,0,
1739,5,21,21.587,1.3371,comp,0,
1740,4,21,21.3776,1.3826,comp,0,
1741,3,21,21.2132,1.4289,prime,0,
1742,2,21,21.095,1.4758,comp,0,
1743,1,21,21.0238,1.5232,comp,0,
1744,0,21,21.0,1.5708,comp,0,
1745,-1,21,21.0238,1.6184,comp,0,
1746,-2,21,21.095,1.6657,comp,0,
1747,-3,21,21.2132,1.7127,prime,0,
1748,-4,21,21.3776,1.759,comp,0,
1749,-5,21,21.587,1.8045,comp,0,
1750,-6,21,21.8403,1.8491,comp,0,
1751,-7,21,22.1359,1.8925,comp,0,
1752,-8,21,22.4722,1.9348,comp,0,
1753,-9,21,22.8473,1.9757,prime,0,
1754,-10,21,23.2594,2.0152,comp,0,
1755,-11,21,23.7065,2.0533,comp,0,
1756,-12,21,24.1868,2.0899,comp,0,
1757,-13,21,24.6982,2.1251,comp,0,
1758,-14,21,25.2389,2.1588,comp,0,
1759,-15,21,25.807,2.191,prime,0,
1760,-16,21,26.4008,2.2219,comp,0,
1761,-17,21,27.0185,2.2513,comp,0,
1762,-18,21,27.6586,2.2794,comp,0,
1763,-19,21,28.3196,2.3062,comp,0,
1764,-20,21,29.0,2.3318,comp,0,
1765,-21,21,29.6985,2.3562,comp,0,
1766,-21,20,29.0,2.3806,comp,0,
1767,-21,19,28.3196,2.4062,comp,0,
1768,-21,18,27.6586,2.433,comp,0,
1769,-21,17,27.0185,2.4611,comp,0,
1770,-21,16,26.4008,2.4905,comp,0,
1771,-21,15,25.807,2.5213,comp,0,
1772,-21,14,25.2389,2.5536,comp,0,
1773,-21,13,24.6982,2.5873,comp,0,
1774,-21,12,24.1868,2.6224,comp,0,
1775,-21,11,23.7065,2.6591,comp,0,
1776,-21,10,23.2594,2.6972,comp,0,
1777,-21,9,22.8473,2.7367,prime,0,
1778,-21,8,22.4722,2.7776,comp,0,
1779,-21,7,22.1359,2.8198,comp,0,
1780,-21,6,21.8403,2.8633,comp,0,
1781,-21,5,21.587,2.9078,comp,0,
1782,-21,4,21.3776,2.9534,comp,0,
1783,-21,3,21.2132,2.9997,prime,0,
1784,-21,2,21.095,3.0466,comp,0,
1785,-21,1,21.0238,3.094,comp,0,
1786,-21,0,21.0,3.1416,comp,0,
1787,-21,-1,21.0238,3.1892,prime,0,
1788,-21,-2,21.095,3.2365,comp,0,
1789,-21,-3,21.2132,3.2835,prime,0,
1790,-21,-4,21.3776,3.3298,comp,0,
1791,-21,-5,21.587,3.3753,comp,0,
1792,-21,-6,21.8403,3.4199,comp,0,
1793,-21,-7,22.1359,3.4633,comp,0,
1794,-21,-8,22.4722,3.5056,comp,0,
1795,-21,-9,22.8473,3.5465,comp,0,
1796,-21,-10,23.2594,3.586,comp,0,
1797,-21,-11,23.7065,3.6241,comp,0,
1798,-21,-12,24.1868,3.6607,comp,0,
1799,-21,-13,24.6982,3.6959,comp,0,
1800,-21,-14,25.2389,3.7296,comp,0,
1801,-21,-15,25.807,3.7618,prime,0,
1802,-21,-16,26.4008,3.7927,comp,0,
1803,-21,-17,27.0185,3.8221,comp,0,
1804,-21,-18,27.6586,3.8502,comp,0,
1805,-21,-19,28.3196,3.877,comp,0,
1806,-21,-20,29.0,3.9026,comp,0,
1807,-21,-21,29.6985,3.927,comp,0,
1808,-20,-21,29.0,3.9514,comp,0,
1809,-19,-21,28.3196,3.9769,comp,0,
1810,-18,-21,27.6586,4.0038,comp,0,
1811,-17,-21,27.0185,4.0319,prime,0,
1812,-16,-21,26.4008,4.0613,comp,0,
1813,-15,-21,25.807,4.0921,comp,0,
1814,-14,-21,25.2389,4.1244,comp,0,
1815,-13,-21,24.6982,4.1581,comp,0,
1816,-12,-21,24.1868,4.1932,comp,0,
1817,-11,-21,23.7065,4.2299,comp,0,
1818,-10,-21,23.2594,4.268,comp,0,
1819,-9,-21,22.8473,4.3075,comp,0,
1820,-8,-21,22.4722,4.3484,comp,0,
1821,-7,-21,22.1359,4.3906,comp,0,
1822,-6,-21,21.8403,4.4341,comp,0,
1823,-5,-21,21.587,4.4786,prime,0,
1824,-4,-21,21.3776,4.5242,comp,0,
1825,-3,-21,21.2132,4.5705,comp,0,
1826,-2,-21,21.095,4.6174,comp,0,
1827,-1,-21,21.0238,4.6648,comp,0,
1828,0,-21,21.0,4.7124,comp,0,
1829,1,-21,21.0238,4.76,comp,0,
1830,2,-21,21.095,4.8073,comp,0,
1831,3,-21,21.2132,4.8543,prime,0,
1832,4,-21,21.3776,4.9006,comp,0,
1833,5,-21,21.587,4.9461,comp,0,
1834,6,-21,21.8403,4.9907,comp,0,
1835,7,-21,22.1359,5.0341,comp,0,
1836,8,-21,22.4722,5.0764,comp,0,
1837,9,-21,22.8473,5.1173,comp,0,
1838,10,-21,23.2594,5.1568,comp,0,
1839,11,-21,23.7065,5.1949,comp,0,
1840,12,-21,24.1868,5.2315,comp,0,
1841,13,-21,24.6982,5.2667,comp,0,
1842,14,-21,25.2389,5.3004,comp,0,
1843,15,-21,25.807,5.3326,comp,0,
1844,16,-21,26.4008,5.3635,comp,0,
1845,17,-21,27.0185,5.3929,comp,0,
1846,18,-21,27.6586,5.421,comp,0,
1847,19,-21,28.3196,5.4478,prime,0,
1848,20,-21,29.0,5.4734,comp,0,
1849,21,-21,29.6985,5.4978,comp,0,
1850,22,-21,30.4138,5.521,comp,0,
1851,22,-20,29.7321,5.5454,comp,0,
1852,22,-19,29.0689,5.5708,comp,0,
1853,22,-18,28.4253,5.5975,comp,0,
1854,22,-17,27.8029,5.6253,comp,0,
1855,22,-16,27.2029,5.6544,comp,0,
1856,22,-15,26.6271,5.6848,comp,0,
1857,22,-14,26.0768,5.7165,comp,0,
1858,22,-13,25.5539,5.7495,comp,0,
1859,22,-12,25.0599,5.7838,comp,0,
1860,22,-11,24.5967,5.8195,comp,0,
1861,22,-10,24.1661,5.8566,prime,0,
1862,22,-9,23.7697,5.8949,comp,0,
1863,22,-8,23.4094,5.9344,comp,0,
1864,22,-7,23.0868,5.9751,comp,0,
1865,22,-6,22.8035,6.0169,comp,0,
1866,22,-5,22.561,6.0597,comp,0,
1867,22,-4,22.3607,6.1033,prime,0,
1868,22,-3,22.2036,6.1477,comp,0,
1869,22,-2,22.0907,6.1925,comp,0,
1870,22,-1,22.0227,6.2378,comp,0,
1871,22,0,22.0,0.0,prime,0,
1872,22,1,22.0227,0.0454,comp,0,
1873,22,2,22.0907,0.0907,prime,0,
1874,22,3,22.2036,0.1355,comp,0,
1875,22,4,22.3607,0.1799,comp,0,
1876,22,5,22.561,0.2235,comp,0,
1877,22,6,22.8035,0.2663,prime,0,
1878,22,7,23.0868,0.3081,comp,0,
1879,22,8,23.4094,0.3488,prime,0,
1880,22,9,23.7697,0.3883,comp,0,
1881,22,10,24.1661,0.4266,comp,0,
1882,22,11,24.5967,0.4636,comp,0,
1883,22,12,25.0599,0.4993,comp,0,
1884,22,13,25.5539,0.5337,comp,0,
1885,22,14,26.0768,0.5667,comp,0,
1886,22,15,26.6271,0.5984,comp,0,
1887,22,16,27.2029,0.6288,comp,0,
1888,22,17,27.8029,0.6579,comp,0,
1889,22,18,28.4253,0.6857,prime,0,
1890,22,19,29.0689,0.7124,comp,0,
1891,22,20,29.7321,0.7378,pseudo,1,FERMAT_3|FERMAT_5|MILLER_RABIN_3|EULER_3|EULER_JACOBI_3|ODD_FIBONACCI
1892,22,21,30.4138,0.7621,comp,0,
1893,22,22,31.1127,0.7854,comp,0,
1894,21,22,30.4138,0.8086,comp,0,
1895,20,22,29.7321,0.833,comp,0,
1896,19,22,29.0689,0.8584,comp,0,
1897,18,22,28.4253,0.8851,comp,0,
1898,17,22,27.8029,0.9129,comp,0,
1899,16,22,27.2029,0.942,comp,0,
1900,15,22,26.6271,0.9724,comp,0,
1901,14,22,26.0768,1.0041,prime,0,
1902,13,22,25.5539,1.0371,comp,0,
1903,12,22,25.0599,1.0714,comp,0,
1904,11,22,24.5967,1.1071,comp,0,
1905,10,22,24.1661,1.1442,pseudo,1,FERMAT_2|EULER_2|EULER_JACOBI_2
1906,9,22,23.7697,1.1825,comp,0,
1907,8,22,23.4094,1.222,prime,0,
1908,7,22,23.0868,1.2627,comp,0,
1909,6,22,22.8035,1.3045,comp,0,
1910,5,22,22.561,1.3473,comp,0,
1911,4,22,22.3607,1.3909,comp,0,
1912,3,22,22.2036,1.4353,comp,0,
1913,2,22,22.0907,1.4801,prime,0,
1914,1,22,22.0227,1.5254,comp,0,
1915,0,22,22.0,1.5708,comp,0,
1916,-1,22,22.0227,1.6162,comp,0,
1917,-2,22,22.0907,1.6615,comp,0,
1918,-3,22,22.2036,1.7063,comp,0,
1919,-4,22,22.3607,1.7506,comp,0,
1920,-5,22,22.561,1.7943,comp,0,
1921,-6,22,22.8035,1.837,comp,0,
1922,-7,22,23.0868,1.8788,comp,0,
1923,-8,22,23.4094,1.9196,comp,0,
1924,-9,22,23.7697,1.9591,comp,0,
1925,-10,22,24.1661,1.9974,comp,0,
1926,-11,22,24.5967,2.0344,comp,0,
1927,-12,22,25.0599,2.0701,comp,0,
1928,-13,22,25.5539,2.1045,comp,0,
1929,-14,22,26.0768,2.1375,comp,0,
1930,-15,22,26.6271,2.1692,comp,0,
1931,-16,22,27.2029,2.1996,prime,0,
1932,-17,22,27.8029,2.2287,comp,0,
1933,-18,22,28.4253,2.2565,prime,0,
1934,-19,22,29.0689,2.2832,comp,0,
1935,-20,22,29.7321,2.3086,comp,0,
1936,-21,22,30.4138,2.3329,comp,0,
1937,-22,22,31.1127,2.3562,comp,0,
1938,-22,21,30.4138,2.3794,comp,0,
1939,-22,20,29.7321,2.4038,comp,0,
1940,-22,19,29.0689,2.4292,comp,0,
1941,-22,18,28.4253,2.4559,comp,0,
1942,-22,17,27.8029,2.4837,comp,0,
1943,-22,16,27.2029,2.5128,comp,0,
1944,-22,15,26.6271,2.5432,comp,0,
1945,-22,14,26.0768,2.5749,comp,0,
1946,-22,13,25.5539,2.6079,comp,0,
1947,-22,12,25.0599,2.6422,comp,0,
1948,-22,11,24.5967,2.6779,comp,0,
1949,-22,10,24.1661,2.715,prime,0,
1950,-22,9,23.7697,2.7533,comp,0,
1951,-22,8,23.4094,2.7928,prime,0,
1952,-22,7,23.0868,2.8335,comp,0,
1953,-22,6,22.8035,2.8753,comp,0,
1954,-22,5,22.561,2.9181,comp,0,
1955,-22,4,22.3607,2.9617,comp,0,
1956,-22,3,22.2036,3.0061,comp,0,
1957,-22,2,22.0907,3.0509,comp,0,
1958,-22,1,22.0227,3.0962,comp,0,
1959,-22,0,22.0,3.1416,comp,0,
1960,-22,-1,22.0227,3.187,comp,0,
1961,-22,-2,22.0907,3.2323,comp,0,
1962,-22,-3,22.2036,3.2771,comp,0,
1963,-22,-4,22.3607,3.3214,comp,0,
1964,-22,-5,22.561,3.3651,comp,0,
1965,-22,-6,22.8035,3.4078,comp,0,
1966,-22,-7,23.0868,3.4496,comp,0,
1967,-22,-8,23.4094,3.4904,comp,0,
1968,-22,-9,23.7697,3.5299,comp,0,
1969,-22,-10,24.1661,3.5682,comp,0,
1970,-22,-11,24.5967,3.6052,comp,0,
1971,-22,-12,25.0599,3.6409,comp,0,
1972,-22,-13,25.5539,3.6753,comp,0,
1973,-22,-14,26.0768,3.7083,prime,0,
1974,-22,-15,26.6271,3.74,comp,0,
1975,-22,-16,27.2029,3.7704,comp,0,
1976,-22,-17,27.8029,3.7995,comp,0,
1977,-22,-18,28.4253,3.8273,comp,0,
1978,-22,-19,29.0689,3.854,comp,0,
1979,-22,-20,29.7321,3.8794,prime,0,
1980,-22,-21,30.4138,3.9037,comp,0,
